example_id,mc_L12_c,mc_L12_e,mc_L12_rnorm,mc_L14_c,mc_L14_e,mc_L14_rnorm,mc_L15_c,mc_L15_e,mc_L15_rnorm,mc_L16_c,mc_L16_e,mc_L16_rnorm,mc_L18_c,mc_L18_e,mc_L18_rnorm,mc_L20_c,mc_L20_e,mc_L20_rnorm,mc_L24_c,mc_L24_e,mc_L24_rnorm,mc_L28_c,mc_L28_e,mc_L28_rnorm,mc_L31_c,mc_L31_e,mc_L31_rnorm,conf_L12_c,conf_L12_e,conf_L12_rnorm,conf_L14_c,conf_L14_e,conf_L14_rnorm,conf_L15_c,conf_L15_e,conf_L15_rnorm,conf_L16_c,conf_L16_e,conf_L16_rnorm,conf_L18_c,conf_L18_e,conf_L18_rnorm,conf_L20_c,conf_L20_e,conf_L20_rnorm,conf_L24_c,conf_L24_e,conf_L24_rnorm,conf_L28_c,conf_L28_e,conf_L28_rnorm,conf_L31_c,conf_L31_e,conf_L31_rnorm,mc_entropy,conf_signal
265,-0.72744745,0.3386,6.652,0.29899293,-0.0009437,8.46,0.47426736,-0.03912,8.664,0.38636655,-0.978,9.7,-0.14366898,0.1021,11.83,0.030330628,0.1555,13.27,-1.6794174,2.86,20.2,-0.75774133,4.02,33.66,-15.471909,34.28,59.34,-0.9537065,0.6147,6.605,-0.40838808,0.4072,8.08,0.8147701,-0.1936,8.61,1.4037943,-1.453,9.945,2.785929,-0.91,11.44,2.2578235,-1.018,12.91,0.607719,1.629,19.48,3.5165021,1.555,32.28,-22.154825,31.17,66.4,0.45703125,0.9324047327041625
266,-0.6402931,0.2607,6.668,0.7504977,-0.2612,8.625,0.5666833,-0.2017,8.58,0.662324,-1.224,9.63,-0.01924391,-0.3901,11.695,0.39020005,-0.6685,13.49,-1.1160088,1.358,20.33,0.8748744,0.564,33.72,-12.116447,25.39,52.97,-0.9158535,0.6465,6.504,-0.30082902,0.4067,8.1,0.8803715,-0.067,8.68,1.4340386,-1.225,9.81,2.4725904,-0.606,11.38,1.9892846,-0.7275,12.95,0.08478093,2.162,19.81,3.0763083,2.08,32.34,-20.550274,29.89,64.25,0.00839996337890625,0.9247139364480972
267,-0.6079772,0.0714,6.66,0.8089193,-0.491,8.41,0.67158425,-0.5615,8.69,0.82059264,-1.703,9.77,0.30162713,-1.681,12.23,0.6903433,-1.639,13.67,-0.33116502,0.1565,19.73,1.6407132,-0.01201,33.56,-12.950653,30.4,59.88,-0.7452583,0.5474,6.445,0.107350744,0.1416,7.902,1.1378679,-0.5024,8.49,1.5967841,-1.703,10.05,2.5078413,-1.0,11.46,2.1283448,-1.097,12.79,0.9010496,1.23,19.28,4.027718,1.587,32.28,-16.618221,28.98,62.44,0.0318603515625,0.9443847209215164
268,-0.4112538,-0.2947,6.723,0.8621861,-1.42,8.43,0.8459419,-1.574,8.6,1.277166,-2.861,9.88,0.15416998,-2.379,11.98,0.60007906,-3.12,13.75,-0.8572699,-1.824,19.61,1.2829632,-3.504,32.66,-8.768989,16.75,49.28,-0.58909947,0.335,6.5,0.13610193,-0.1218,8.055,1.100091,-0.7817,8.71,1.8648168,-1.961,9.99,2.8673341,-1.353,11.56,2.5942874,-1.632,13.1,1.4415283,0.5156,19.67,4.939493,-0.2041,32.2,-14.171692,23.27,58.8,0.00029206275939941406,0.9450664415955543
269,-0.7304877,0.1287,6.684,1.0875865,-1.135,8.41,0.885526,-1.078,8.555,0.9481222,-2.092,9.68,0.39623737,-1.266,11.75,0.8532082,-1.788,13.484,-0.8085977,0.2734,19.86,1.2123014,-0.3213,32.66,-10.770229,23.42,51.7,-1.0216497,0.6377,6.57,0.08357075,-0.01078,7.99,1.5622954,-0.781,8.6,2.3075867,-2.06,10.125,3.614948,-1.594,11.62,3.423719,-2.006,13.02,2.5978622,-0.00739,19.34,6.998105,-1.092,32.47,-9.911255,22.2,59.06,0.0031604766845703125,0.94791851490736
270,-0.4199059,-0.4573,6.723,1.2113285,-1.531,8.56,1.1427853,-1.651,8.79,1.3797321,-2.729,9.92,0.8491118,-2.182,12.12,1.287544,-2.434,13.67,0.110682845,-0.978,20.48,2.3287625,-1.95,33.94,-9.123041,22.5,54.06,-0.8644307,0.394,6.594,0.5751371,-0.0814,7.88,2.0553298,-0.8555,8.89,2.6890433,-2.117,10.22,3.9737844,-1.801,11.79,3.584937,-1.918,13.19,2.9459028,-0.02328,19.61,7.292527,-0.5728,32.7,-8.638072,23.42,61.03,0.001117706298828125,0.9478072881698607
271,-0.7792252,0.4553,6.613,0.21351874,0.3525,8.32,0.016569689,0.558,8.6,-0.0555093,-0.2054,9.52,-0.40246248,0.3198,11.53,-0.18035202,0.4976,13.234,-1.6293113,3.135,20.2,-0.0822767,4.54,34.22,-17.942204,40.2,64.06,-1.1024318,0.672,6.617,-0.6340186,0.587,8.016,0.90317607,-0.0577,8.79,1.5964894,-1.21,10.07,3.209543,-0.915,11.82,2.6891093,-1.064,13.1,1.3825257,1.431,19.2,4.8123055,1.202,31.55,-16.016613,28.08,63.12,0.30517578125,0.9380336448550224
272,-0.17386273,-0.8022,6.656,1.4161139,-1.888,8.586,1.3227977,-2.094,8.73,1.5627327,-3.336,9.836,0.962451,-2.488,12.02,1.5488815,-3.154,13.64,-0.023794413,-1.575,19.86,2.0049582,-3.104,32.75,-6.818848,15.86,48.66,-0.6759176,0.2703,6.57,1.0069544,-0.4897,8.016,2.3694715,-1.257,8.836,3.0964491,-2.484,10.25,5.0097394,-2.408,11.95,4.704674,-2.736,13.36,4.3453646,-1.203,19.44,9.774325,-3.018,31.98,-1.4117458,15.17,55.22,0.0002288818359375,0.9498306483030319
273,-0.6043352,0.08057,6.707,0.2899534,-0.1874,8.27,0.071037814,0.0494,8.46,0.110471234,-0.7695,9.61,-1.1755217,-0.061,11.81,-0.735157,-0.3743,13.47,-2.6955378,2.074,19.92,-1.148101,2.416,33.5,-14.91287,30.25,55.28,-0.8694924,0.553,6.484,-0.67186034,0.5366,7.883,0.5011636,0.05417,8.47,1.0907222,-1.106,9.84,1.2003274,-0.312,11.516,1.0366002,-0.638,12.91,-1.3290247,2.062,19.73,0.10537952,2.135,32.62,-27.821125,32.53,66.8,0.0355224609375,0.8196116656064987
274,-0.80013764,0.3457,6.633,-0.023039319,0.614,8.15,-0.5273286,1.178,8.695,-0.61080897,0.4229,9.56,-1.0937421,1.676,11.875,-1.110536,1.989,13.484,-2.6802516,5.094,20.31,-1.6574696,7.152,34.0,-20.168032,43.94,65.5,-0.9912417,0.6484,6.582,-0.7218418,0.679,7.934,-0.5348977,0.508,8.56,-0.32399374,-0.4185,9.805,-0.18450361,0.652,11.14,-0.941176,0.707,12.766,-3.741651,3.717,19.78,-3.1837902,4.652,32.2,-35.90953,38.94,72.25,0.73974609375,0.7557601228356361
275,-0.9320142,0.5537,6.57,-0.41890836,0.945,8.08,-0.48745692,1.13,8.48,-0.53526056,0.523,9.31,-1.6179961,2.238,11.2,-1.5319123,2.424,12.8,-3.7743828,5.74,19.94,-3.4754927,8.28,33.66,-23.225245,46.16,64.75,-1.0356243,0.6978,6.58,-1.2561414,1.05,7.934,-1.3319824,0.9253,8.48,-1.4227432,0.1488,9.75,-2.5541482,1.802,11.17,-3.3027472,1.868,12.75,-7.1144543,4.926,20.03,-8.738972,6.305,31.97,-47.744556,42.03,75.9,0.80517578125,0.5365830421447754
276,-0.8120284,0.4585,6.617,-0.08262193,0.82,8.586,-0.266772,0.9375,8.66,-0.40228263,0.3489,9.484,-1.6412125,2.027,11.38,-1.5622805,2.096,13.24,-3.880932,5.66,20.42,-3.166653,8.16,33.84,-23.17291,46.8,65.06,-1.0556666,0.6836,6.58,-0.9509014,0.849,7.895,-0.56040066,0.624,8.54,-0.40172938,-0.2908,9.79,-0.63383996,0.9727,11.34,-1.4659933,1.14,13.07,-4.787292,4.418,20.34,-5.251778,5.676,32.25,-43.62351,42.6,75.44,1.150390625,0.6948922276496886
277,-0.9159421,0.5005,6.652,0.7805064,-0.5723,8.11,0.7095788,-0.752,8.49,0.9017462,-1.891,9.7,0.0033649802,-0.9136,11.56,0.73068255,-1.327,13.44,-0.94379,0.7295,19.78,0.8918442,0.2722,32.7,-11.583043,24.44,52.2,-1.111666,0.713,6.57,-0.5340195,0.519,7.867,0.82005936,-0.1923,8.58,1.5541319,-1.505,10.0,2.1018949,-0.817,11.35,1.9074494,-1.047,12.85,0.17908615,1.413,19.02,2.7693996,0.878,31.62,-18.922606,26.62,62.66,0.01297760009765625,0.9191357731819153
278,-0.5769379,-0.0985,6.543,1.424447,-1.294,8.54,1.2073135,-1.366,8.71,1.352477,-2.467,9.8,1.2343438,-2.867,12.42,1.595979,-2.965,13.9,0.54859775,-1.694,20.22,2.6659229,-2.828,33.84,-10.967784,23.73,56.72,-0.86039865,0.4897,6.54,0.35275584,0.08887,7.867,2.0950027,-0.7656,8.9,2.7573767,-2.064,10.234,4.447569,-1.959,11.76,4.1470785,-2.27,13.234,3.519793,-0.549,19.2,8.58597,-1.953,32.2,-4.320117,18.56,58.97,0.0011167526245117188,0.9488680735230445
279,-0.8891088,0.4424,6.754,-0.04632546,0.6846,8.7,-0.048971295,0.8516,8.83,-0.03325864,0.1284,9.85,-0.9301913,1.557,11.44,-0.73646337,1.46,13.266,-3.0033002,4.586,20.72,-2.001054,6.184,34.25,-21.75478,43.22,63.75,-0.9792853,0.6484,6.523,-0.66212153,0.6445,7.875,0.25634417,0.3125,8.59,0.8147553,-0.82,9.96,1.3443688,0.07904,11.46,0.85404295,0.0624,13.05,-1.5659441,3.072,20.1,-0.10241574,3.621,32.25,-31.136425,37.44,71.1,0.338623046875,0.8677321001887321
280,-0.869275,0.464,6.574,-0.28116482,0.8955,8.22,-0.41331962,1.262,8.484,-0.53742766,0.597,9.734,-1.534322,1.868,11.53,-1.3484113,1.727,13.05,-3.4665477,5.035,19.78,-2.9234395,7.25,31.73,-22.780304,43.1,63.0,-0.95474935,0.6743,6.555,-1.2842331,0.955,8.016,-1.0277852,0.9126,8.68,-0.87442315,-0.02151,9.95,-1.344944,1.548,11.37,-2.1565475,1.632,13.055,-5.48825,4.76,20.83,-5.990574,5.844,32.88,-42.84986,41.1,75.75,0.9921875,0.6778272867202759
281,-0.63625497,0.1309,6.57,1.0602499,-1.139,8.375,0.76609755,-1.054,8.35,0.9182886,-2.133,9.41,0.3372335,-1.15,11.46,0.76660776,-1.3,13.195,-0.8176888,1.027,20.02,0.789777,1.693,33.38,-13.983958,31.9,56.2,-0.990427,0.593,6.57,0.4155025,-0.1514,7.918,0.70176625,-0.393,8.29,1.1506659,-1.401,9.54,1.9774435,-0.5195,11.2,1.5245974,-0.521,12.695,-0.084498525,2.35,19.64,2.3725846,3.232,32.44,-23.854122,35.44,67.4,0.1768798828125,0.9236344799399375
282,-0.5381745,-0.197,6.617,1.3972044,-1.817,8.54,1.1909572,-1.949,8.83,1.3968984,-3.17,10.055,0.7719598,-2.428,12.21,1.2415068,-3.01,13.97,-0.19670391,-1.486,19.55,1.691274,-2.734,32.75,-8.342194,17.17,52.03,-0.7012964,0.3691,6.508,0.821373,-0.597,8.05,2.0282373,-1.331,8.76,2.6861887,-2.623,10.305,4.101122,-2.064,11.87,4.0404644,-2.49,13.27,3.766111,-0.8965,19.52,8.504256,-2.33,32.56,-6.3169413,20.28,59.4,0.0010118484497070312,0.949855490028858
283,-0.5185536,-0.1987,6.625,0.65055203,-1.236,8.48,0.59509665,-1.196,8.47,0.840902,-2.193,9.555,0.11142476,-1.866,11.836,0.52007407,-2.3,13.484,-1.063603,-0.667,19.4,0.48743662,-1.175,32.88,-11.955642,23.67,51.62,-0.6959093,0.3657,6.504,0.093378045,-0.0602,8.03,1.5761597,-0.822,8.81,2.2170162,-2.102,10.055,3.2899868,-1.598,11.49,3.095912,-1.914,12.92,2.0675058,0.1887,18.97,5.5847335,-0.6216,31.7,-11.748766,22.6,58.38,0.0014295578002929688,0.9481308177113532
284,-0.61299706,0.1818,6.54,0.61819595,-0.00827,8.36,0.3308993,0.08075,8.62,0.30507132,-0.8643,9.555,-0.33518392,0.2898,11.56,-0.10510561,0.3218,13.18,-1.9037931,3.012,20.16,-0.67340225,3.77,33.6,-15.596543,34.56,59.34,-0.9334799,0.623,6.555,-0.3392834,0.4443,8.0,1.4783822,-0.4233,8.86,2.1709132,-1.644,9.94,3.5427303,-1.24,11.46,3.104238,-1.5205,12.83,2.1192744,0.662,19.08,6.543042,-0.7456,31.77,-8.476499,20.5,59.28,0.078857421875,0.946688251197338
285,-0.4884958,-0.1566,6.723,1.1938988,-1.432,8.28,0.9025312,-1.376,8.49,1.0488176,-2.328,9.56,0.38538238,-1.525,11.8,0.66886085,-1.32,13.39,-0.53445125,0.4954,19.95,1.1722305,0.851,33.88,-12.653694,29.62,58.2,-0.93775535,0.537,6.633,0.6301633,-0.2424,7.938,1.7022667,-0.871,8.62,2.401138,-2.059,10.04,4.202879,-1.661,11.79,3.7663646,-1.792,13.12,3.4457483,0.0794,19.38,7.9652395,-0.563,32.25,-8.374975,24.03,61.6,0.2333984375,0.9492888435721397
286,-0.62487054,0.1881,6.594,1.0725597,-1.186,8.13,1.1782827,-1.534,8.76,1.3281035,-2.69,9.79,1.0943058,-3.008,11.98,1.3694785,-2.943,13.49,0.30535173,-1.698,19.73,2.4241605,-2.75,33.38,-10.954742,24.14,56.1,-0.96535987,0.642,6.56,0.24841474,-0.05966,7.918,1.590682,-0.89,8.57,2.290434,-2.117,9.95,4.3383207,-1.998,11.625,3.872775,-2.256,12.99,2.9281893,-0.2803,19.03,7.523286,-1.367,31.61,-7.5006185,20.44,55.97,0.002674102783203125,0.9495374336838722
287,-0.75537616,0.3953,6.57,0.12247139,0.4783,8.36,-0.24702108,0.972,8.6,-0.55723554,0.4485,9.49,-1.0929487,1.161,11.69,-0.7778018,0.9766,13.32,-2.6048272,4.41,19.7,-1.3560026,5.99,32.8,-18.431746,39.7,61.9,-0.9060539,0.689,6.504,-0.729219,0.7046,7.824,0.100847065,0.2688,8.625,0.40919328,-0.7305,9.875,1.4979239,0.11115,11.484,0.77883923,0.0741,12.95,-1.2649605,2.97,19.8,0.7241663,3.564,32.44,-29.484764,36.12,69.56,0.268798828125,0.9038279816508293
288,-0.67667806,0.112,6.668,0.7617278,-1.38,8.195,0.642072,-1.474,8.36,0.9602283,-2.672,9.65,0.22954065,-2.021,11.42,0.7957507,-2.764,13.3,-0.81007975,-1.394,19.47,0.97021866,-2.793,32.56,-9.590621,18.27,48.4,-0.9940475,0.661,6.566,-0.10623087,0.1858,7.934,0.9363225,-0.3105,8.54,1.7231644,-1.601,10.05,2.8729143,-1.012,11.55,2.544353,-1.224,12.92,1.1541616,1.198,19.47,4.394778,0.6846,32.16,-17.633701,27.28,64.0,0.0004916191101074219,0.9410233825445175
289,-0.91614103,0.559,6.418,-0.16902967,0.784,8.336,0.00307478,0.8535,8.57,0.092897415,0.06836,9.414,-0.7051979,1.418,11.37,-0.5062568,1.511,13.195,-2.5048702,4.523,19.84,-1.4873844,6.332,33.2,-19.635412,41.88,61.22,-1.0475249,0.688,6.59,-0.78928256,0.6875,7.938,0.4023953,0.2072,8.61,1.0668962,-0.975,9.91,1.881305,-0.161,11.516,1.4077356,-0.2852,12.93,-0.65937984,2.658,19.75,1.4214808,2.787,32.38,-26.469099,33.5,68.9,0.72900390625,0.9136554300785064
290,-0.9235409,0.575,6.746,0.28302366,0.4004,8.17,0.22836968,0.49,8.72,0.3408622,-0.4343,9.65,-0.43630916,0.34,11.75,-0.10864526,0.02243,13.51,-2.0514383,2.951,19.97,-0.42774904,3.758,33.03,-14.963555,32.84,55.66,-1.0033555,0.6978,6.55,-0.80567145,0.647,7.91,0.3314424,0.06174,8.63,0.9159032,-1.121,10.06,1.7395649,-0.2896,11.38,1.1610954,-0.373,12.9,-0.85989326,2.371,19.62,1.0759178,2.666,32.53,-25.731047,32.9,66.5,0.0751953125,0.9126976519823073
291,-1.001432,0.6455,6.633,-0.7846737,1.408,8.305,-0.92305017,1.849,8.664,-0.92082965,1.016,9.695,-1.5652962,2.168,11.43,-1.3786337,2.102,13.02,-3.1146157,5.18,19.86,-2.2065408,7.625,32.97,-21.958748,46.22,65.06,-1.0903245,0.7295,6.594,-1.3749717,1.031,8.04,-1.0701137,0.76,8.484,-0.9530275,-0.2307,9.9,-1.5780474,1.059,11.32,-2.1912668,0.9604,12.87,-5.5423374,3.934,19.98,-6.429675,4.96,32.06,-43.120327,38.75,72.8,0.744140625,0.6147259891033172
292,-0.87994194,0.4797,6.65,-0.00933503,0.8687,8.39,-0.41291758,1.258,8.74,-0.74669975,0.717,9.73,-1.3230559,1.886,11.86,-1.0830958,1.663,13.24,-2.927922,4.78,19.48,-1.6467808,6.348,32.12,-16.666204,37.06,58.56,-1.109395,0.7163,6.605,-0.7543368,0.5664,7.9,0.48368567,0.01657,8.49,1.1340088,-1.138,10.03,2.1936421,-0.5264,11.266,1.83986,-0.812,12.766,0.024511397,1.837,19.33,2.6646738,1.543,31.86,-22.155247,29.84,63.47,0.2822265625,0.9249033719301223
293,-0.37317684,-0.4453,6.57,1.4659591,-1.545,8.73,1.228403,-1.579,8.8,1.4180021,-2.67,9.766,1.339937,-2.885,12.07,1.6970656,-3.184,13.766,0.52289635,-2.127,20.28,2.6540532,-3.582,34.44,-9.914375,21.64,53.56,-0.7459336,0.3347,6.55,0.4549496,-0.01098,7.88,2.1366823,-0.858,8.81,2.7861965,-2.234,10.15,4.3059316,-2.07,11.74,4.028109,-2.36,13.3,3.4113226,-0.5703,19.28,8.368473,-1.537,32.3,-5.400289,19.6,57.5,0.00039577484130859375,0.9495842188596725
294,-0.7717217,0.494,6.633,0.0188533,0.466,8.34,-0.21455897,0.528,8.32,-0.20315,-0.2515,9.336,-1.2714148,0.622,11.33,-0.8446565,0.5425,12.945,-2.558603,3.217,19.75,-1.5386539,4.383,33.56,-17.952347,36.22,58.4,-1.0311338,0.733,6.562,-1.0022368,0.8267,7.86,-0.28889817,0.5054,8.484,0.1949462,-0.546,9.71,0.81971264,0.3464,11.31,0.18825574,0.221,12.79,-2.6362624,3.41,19.75,-1.8368506,4.11,31.77,-35.103535,37.38,70.9,0.360107421875,0.7989007711410523
295,-0.41839993,-0.299,6.598,1.3495331,-1.291,8.4,1.2329818,-1.447,8.7,1.3104172,-2.494,9.72,1.2004893,-2.846,12.125,1.6891078,-3.176,13.766,0.61379844,-2.102,19.55,2.678906,-3.496,33.0,-9.533607,21.45,52.62,-0.71383643,0.4585,6.51,0.5546019,-0.2673,7.93,2.2479868,-1.078,8.95,2.9033952,-2.309,10.29,4.62537,-2.18,11.73,4.459546,-2.514,13.11,4.1298456,-0.807,19.08,9.40063,-2.197,31.83,-1.9421852,16.55,56.88,0.0005049705505371094,0.9498088359832764
296,-0.38937744,-0.3215,6.547,1.2527562,-1.407,8.51,0.88917565,-1.372,8.516,1.1206331,-2.664,9.75,0.4000512,-1.774,11.64,1.0589705,-2.416,13.445,-0.49788356,-0.7886,19.53,1.5508307,-1.968,32.4,-8.8889,19.08,48.4,-0.7195431,0.4407,6.46,0.63787127,-0.2688,7.832,2.0836792,-1.097,8.69,2.8065886,-2.334,10.06,4.0806236,-1.841,11.62,4.0224915,-2.225,13.01,3.6247993,-0.5854,19.19,8.259144,-2.09,31.88,-4.983448,19.3,57.28,0.0010480880737304688,0.9496226593852043
297,-0.58728707,-0.09125,6.67,0.9157533,-0.5273,8.41,0.50736374,-0.2788,8.76,0.38348556,-1.152,9.766,0.09873855,-0.7407,11.984,0.27766925,-0.4812,13.52,-1.1570756,2.004,20.27,0.45583117,2.605,34.28,-15.9067745,35.38,61.6,-0.69867295,0.517,6.457,0.090591386,0.2732,7.785,0.6987996,-0.0734,8.5,1.0229175,-1.075,9.85,2.0488226,-0.2069,11.43,1.300048,-0.1324,12.79,-0.6378292,2.818,19.67,1.7994411,3.797,32.28,-24.443953,34.47,67.94,0.06488037109375,0.919058871269226
298,-0.8845288,0.5103,6.676,-0.61255723,0.8325,8.25,-0.8776605,1.326,8.64,-1.0298398,0.9014,9.57,-2.0893283,2.5,11.3,-2.0405977,2.482,12.984,-4.185564,5.844,20.0,-3.5000095,8.21,32.97,-22.050844,43.5,63.22,-1.0048695,0.697,6.566,-1.3656391,0.9214,7.95,-1.5026433,1.011,8.54,-1.6290203,0.2688,9.91,-2.6985245,1.895,11.22,-3.4781406,1.924,12.91,-7.122437,4.914,20.38,-8.564209,6.047,32.78,-44.525436,39.12,74.94,1.0849609375,0.5003713607788086
299,-0.96373296,0.727,6.617,-0.7499099,1.212,8.38,-0.79842126,1.401,8.61,-0.7943119,0.6353,9.68,-1.8492265,2.34,11.32,-1.8065873,2.295,13.1,-3.9773436,6.016,20.45,-3.472743,9.07,33.2,-24.603958,51.2,68.9,-1.04517,0.7754,6.617,-1.417613,1.042,7.89,-1.2899663,0.818,8.555,-1.2274991,-0.117,9.984,-2.309168,1.425,11.38,-2.918141,1.431,13.01,-6.592372,4.4,20.42,-7.9242234,5.453,32.44,-45.414837,39.5,74.3,1.216796875,0.535763680934906
300,-0.58767277,0.0125,6.7,1.1095418,-1.054,8.24,1.2018343,-1.219,8.74,1.5219135,-2.473,9.89,1.058181,-1.499,11.86,1.4253185,-1.809,13.484,-0.03457451,0.002165,20.1,1.9715128,-1.096,32.66,-7.623575,19.64,49.88,-0.8660131,0.5405,6.6,0.23776527,0.03955,7.824,1.8392708,-0.704,8.79,2.7251372,-2.033,10.31,4.7054653,-2.053,11.9,4.2817907,-2.31,13.23,3.6490912,-0.3928,19.25,8.84115,-1.682,32.12,-6.573548,21.25,59.4,0.00765228271484375,0.9497054398059844
301,-0.49251166,-0.0863,6.6,1.2387402,-1.347,8.28,1.2404318,-1.602,8.74,1.4240509,-2.635,9.61,0.72542155,-1.915,11.586,1.39767,-2.635,13.42,-0.21156508,-0.995,19.61,1.9245042,-2.41,32.5,-6.6606307,16.2,47.6,-0.7766964,0.565,6.49,0.3515275,-0.1628,7.76,1.7244208,-1.041,8.65,2.5926085,-2.373,10.195,4.451887,-2.035,11.81,4.15158,-2.357,13.09,3.5328765,-0.5,19.0,8.399763,-1.89,31.86,-4.4623184,18.55,57.16,0.0004191398620605469,0.9498794704675674
302,-0.82009524,0.4336,6.684,0.5386528,0.239,8.58,0.41461617,0.4697,8.78,0.47693855,-0.51,9.6,-0.19337673,0.2222,11.555,0.1464741,0.10834,13.53,-1.7548758,2.771,20.16,-0.07404578,3.5,33.2,-15.105033,32.3,55.88,-0.997701,0.6787,6.594,-0.7997514,0.711,8.01,0.13002734,0.3005,8.59,0.7396685,-0.815,9.94,1.7154369,-0.1058,11.32,1.1695559,-0.2659,12.8,-1.0162239,2.547,19.3,0.68803775,2.969,31.56,-29.091928,35.28,68.9,0.257568359375,0.8855003088712692
303,-0.8588541,0.453,6.62,-0.25236195,0.739,8.41,-0.4315452,1.152,8.68,-0.4881066,0.3408,9.76,-1.1679993,1.419,11.836,-0.9577764,1.273,13.484,-3.0511084,4.617,20.19,-2.0469897,6.457,33.34,-18.317125,39.66,60.97,-1.0251534,0.692,6.617,-1.0389771,0.75,8.06,-0.37402135,0.378,8.54,0.09556468,-0.7783,10.01,0.65162045,0.05286,11.53,0.1880973,-0.2168,13.016,-2.2168689,2.604,19.72,-1.2275587,2.98,32.12,-32.617867,34.5,69.0,0.423583984375,0.8546057626605034
304,-0.50952226,-0.0733,6.625,0.6127636,-0.2457,8.26,0.34986162,0.1029,8.65,0.4100182,-0.6333,9.26,-0.43244958,0.5767,11.44,-0.38532382,1.019,13.234,-2.0373273,3.611,19.8,-1.0252063,4.496,32.47,-13.446144,31.83,56.8,-0.8150498,0.5093,6.55,-0.0077340193,0.3918,7.992,0.6290895,-0.01625,8.74,1.167902,-1.079,10.0,2.8320098,-0.861,11.31,2.1559253,-0.839,13.07,0.72013295,1.769,19.42,3.5796373,1.511,31.69,-19.072979,28.08,63.66,0.62548828125,0.927013449370861
305,-0.9682879,0.686,6.77,-0.32389277,1.201,8.44,-0.48765057,1.322,8.88,-0.58695894,0.611,9.84,-1.3163828,1.845,11.836,-1.0759368,2.023,13.73,-2.843227,5.242,21.12,-1.7857053,6.992,34.34,-20.706875,42.5,62.7,-1.0136021,0.7026,6.59,-1.0024372,0.829,7.91,-0.7486892,0.8335,8.67,-0.5603102,-0.1705,9.836,-1.0124183,1.316,11.234,-1.7365832,1.434,12.945,-4.9808426,4.617,20.42,-5.5974274,5.97,32.5,-43.2844,43.44,74.94,0.73583984375,0.6884520530700683
306,-0.5276048,-0.11084,6.645,0.65752196,-1.057,8.21,0.73986334,-1.288,8.31,0.9930735,-2.434,9.6,0.19696201,-1.963,11.61,0.66409653,-2.682,13.31,-0.86231756,-1.299,19.42,0.8674017,-2.623,32.66,-11.898029,21.75,50.94,-0.8797195,0.529,6.566,-0.39407858,0.2693,8.03,0.7827277,-0.4092,8.5,1.5184386,-1.707,10.0,2.3936124,-1.076,11.234,2.3998852,-1.539,12.61,1.3154558,0.5586,19.22,4.627201,-0.2057,32.25,-16.789589,25.75,62.2,0.00029015541076660156,0.9431303396821021
307,-0.61030585,-0.09906,6.64,1.4533854,-1.597,8.27,1.4540997,-1.88,8.57,1.6373582,-2.932,9.55,1.1628268,-2.908,11.88,1.7402592,-3.266,13.61,0.71043384,-2.42,20.1,2.929625,-4.01,33.94,-8.550181,19.48,53.38,-0.88636845,0.534,6.57,0.8471531,-0.2803,7.89,2.3440971,-1.043,8.85,3.104621,-2.23,10.06,4.8778877,-2.152,11.97,4.52671,-2.334,13.31,4.160955,-0.6714,19.4,9.330305,-1.822,32.25,-3.959695,18.77,57.0,0.0007300376892089844,0.9497535958886146
308,-0.5850858,0.1385,6.727,0.7937251,-0.934,8.22,0.5032592,-0.93,8.414,0.67570305,-2.021,9.66,-0.19737734,-1.349,11.62,0.17380132,-1.687,13.32,-1.5404327,0.1458,19.33,-0.048968136,-0.237,32.66,-13.662619,26.66,54.5,-0.9368059,0.612,6.6,-0.10732293,0.3965,7.89,1.0461016,-0.1635,8.695,1.6801665,-1.289,10.016,3.4889662,-1.042,11.766,2.8936384,-1.133,13.12,1.4917109,1.39,19.38,5.0456896,0.8926,32.2,-15.774984,25.73,62.47,0.00783538818359375,0.9422342121601105
309,-0.8121449,0.379,6.72,1.0832595,-1.169,8.41,1.1171503,-1.338,8.734,1.4519691,-2.695,9.92,0.6070273,-1.92,12.2,1.1234283,-2.53,13.83,-0.5566561,-0.776,19.9,1.4964018,-1.833,32.1,-9.0646925,20.14,49.8,-0.92271656,0.6875,6.59,-0.6510073,0.809,7.996,0.19357276,0.498,8.79,0.6332902,-0.626,10.06,1.567635,0.0873,11.55,0.87811124,0.01825,13.01,-1.2174462,2.857,19.81,0.53339815,3.336,32.4,-31.051405,36.5,71.2,0.0014209747314453125,0.889271880686283
310,-0.45650303,-0.2864,6.664,1.3711739,-1.658,8.33,1.0953577,-1.768,8.61,1.2464628,-2.863,9.86,1.2509037,-3.127,12.164,1.5718455,-3.338,13.62,0.4978959,-2.2,19.88,2.6009498,-3.299,33.3,-11.26706,23.8,54.97,-0.608183,0.4048,6.453,0.9527299,-0.7046,7.945,2.170629,-1.567,8.63,2.8471837,-2.783,10.3,4.607447,-2.549,11.72,4.567613,-2.969,13.16,4.3339586,-1.563,19.08,9.508661,-3.246,31.52,-1.2365028,15.734,55.94,0.0004718303680419922,0.9498237535357474
