example_id,mc_L12_c,mc_L12_e,mc_L12_rnorm,mc_L14_c,mc_L14_e,mc_L14_rnorm,mc_L15_c,mc_L15_e,mc_L15_rnorm,mc_L16_c,mc_L16_e,mc_L16_rnorm,mc_L18_c,mc_L18_e,mc_L18_rnorm,mc_L20_c,mc_L20_e,mc_L20_rnorm,mc_L24_c,mc_L24_e,mc_L24_rnorm,mc_L28_c,mc_L28_e,mc_L28_rnorm,mc_L31_c,mc_L31_e,mc_L31_rnorm,conf_L12_c,conf_L12_e,conf_L12_rnorm,conf_L14_c,conf_L14_e,conf_L14_rnorm,conf_L15_c,conf_L15_e,conf_L15_rnorm,conf_L16_c,conf_L16_e,conf_L16_rnorm,conf_L18_c,conf_L18_e,conf_L18_rnorm,conf_L20_c,conf_L20_e,conf_L20_rnorm,conf_L24_c,conf_L24_e,conf_L24_rnorm,conf_L28_c,conf_L28_e,conf_L28_rnorm,conf_L31_c,conf_L31_e,conf_L31_rnorm,mc_entropy,conf_signal
433,-0.26890984,-0.6675,6.65,1.4089234,-2.012,8.53,1.3530878,-2.262,8.734,1.653261,-3.43,9.79,1.2404268,-2.35,11.85,1.6187732,-2.7,13.58,0.121694446,-0.982,20.42,2.0551853,-2.633,33.38,-8.275281,17.52,49.97,-0.69024324,0.3008,6.543,0.9930986,-0.552,7.844,2.088039,-1.319,8.66,2.9535575,-2.596,10.234,4.7232146,-2.283,11.984,4.542333,-2.543,13.336,4.213812,-0.8926,19.58,9.509703,-2.463,32.34,-2.9092307,17.11,57.06,0.0002849102020263672,0.949782058596611
434,-0.7129155,0.2722,6.586,-0.38027036,0.5513,8.28,-0.24939364,0.672,8.625,-0.25649083,-0.02367,9.44,-1.185572,0.947,11.44,-1.0321448,1.022,13.08,-3.0059721,3.75,19.98,-1.5547743,4.97,33.44,-16.278206,35.12,60.28,-0.9113635,0.5967,6.484,-1.0399671,0.749,8.05,-0.6058381,0.661,8.625,-0.2077912,-0.331,9.9,0.5328431,0.5303,11.42,-0.062024564,0.4497,12.91,-2.900515,3.537,20.02,-2.1834843,4.133,32.12,-34.903793,37.0,70.5,0.35009765625,0.808257246017456
435,-0.5079686,0.04678,6.59,1.0048335,-1.034,8.336,0.61750793,-0.827,8.51,0.5167759,-1.582,9.25,-0.82576686,0.01846,11.734,-0.5801756,0.2186,13.53,-2.487308,2.926,20.17,-1.2025982,3.812,33.94,-15.312652,32.66,56.9,-0.76836854,0.5366,6.53,-0.010377072,0.1932,7.844,1.0487462,-0.1548,8.72,1.5890832,-1.259,9.92,2.9771852,-0.5776,11.51,2.2166634,-0.4863,13.01,0.5412632,2.35,19.81,3.3122702,2.857,32.38,-21.758028,33.25,66.06,0.5283203125,0.9323098465800285
436,-0.36234578,-0.3071,6.633,1.0579375,-1.999,8.3,0.90831023,-2.164,8.54,1.2541925,-3.354,9.79,0.16205856,-2.568,11.74,0.60313344,-3.117,13.47,-1.0128106,-1.63,19.58,0.7455489,-2.777,32.9,-9.570447,18.77,48.8,-0.6775224,0.3267,6.508,0.3973572,-0.2057,7.973,2.0094385,-0.9976,8.73,2.8344498,-2.33,10.15,3.9747136,-1.799,11.664,3.76159,-2.066,13.24,3.0112214,-0.2101,19.64,7.386161,-1.235,32.56,-7.643016,20.06,56.7,0.00026226043701171875,0.9495238453149796
437,-0.1482285,-0.7017,6.617,1.250197,-2.314,8.61,1.0646148,-2.46,8.65,1.4008721,-3.67,9.78,0.44500104,-2.791,11.65,0.8350545,-3.277,13.484,-0.654333,-2.031,19.78,1.0819569,-3.465,32.97,-9.572188,17.97,48.8,-0.74563396,0.4062,6.496,0.7056191,-0.3145,7.97,2.061464,-1.031,8.83,3.024275,-2.318,10.29,5.1859856,-2.242,12.19,4.745137,-2.44,13.45,4.3172607,-0.7124,19.5,9.844629,-2.432,32.22,-1.7130651,15.29,56.3,8.988380432128906e-05,0.9498108446598053
438,-0.9878555,0.6523,6.723,-0.8571972,1.38,8.42,-0.912578,1.548,8.89,-0.9642989,0.8716,9.836,-2.1790314,2.639,11.42,-2.0044248,2.709,13.24,-4.2197385,6.316,20.61,-3.7057104,8.836,34.1,-23.697723,48.62,67.5,-1.0951682,0.7856,6.625,-1.4341769,0.9805,7.996,-1.4401271,0.795,8.62,-1.4005239,-0.059,9.94,-2.2068017,1.392,11.18,-2.8931804,1.401,12.91,-6.568883,4.547,20.31,-7.8126736,5.73,32.4,-45.546432,41.0,74.1,1.056640625,0.5643319368362427
439,-0.65938824,0.2146,6.66,0.74241227,-1.362,8.3,0.80106145,-1.674,8.47,1.1350132,-2.857,9.8,0.18908957,-2.17,11.46,0.6079219,-2.758,13.25,-0.93869966,-1.483,19.5,0.90881467,-2.76,32.03,-9.5803175,18.5,47.9,-0.9468423,0.6196,6.57,0.07879547,0.0842,7.977,1.4414496,-0.752,8.59,2.3505538,-2.117,10.26,4.353664,-1.928,12.03,3.9907343,-2.225,13.23,3.3916855,-0.35,19.4,8.015586,-1.623,32.34,-7.826106,21.05,59.84,0.0007205009460449219,0.9493533834815024
440,-0.7164348,0.3064,6.55,0.6816418,-0.7153,8.35,0.9973193,-1.04,8.73,1.3528029,-2.34,9.81,0.7209703,-1.409,11.71,1.1223354,-1.735,13.484,-0.37131703,0.1278,20.12,1.5372627,-0.9253,33.03,-9.55887,20.83,49.75,-0.7241884,0.61,6.508,-0.34384352,0.281,7.88,1.1963874,-0.4248,8.625,1.9871433,-1.79,10.13,3.121701,-1.222,11.664,2.7795393,-1.486,12.96,1.2826183,0.8823,19.4,4.749012,0.3198,32.34,-16.115929,26.25,61.1,0.001033782958984375,0.936137369275093
441,-0.6909822,0.3215,6.59,0.027907807,0.7295,8.33,-0.20051882,1.067,8.71,-0.17380367,0.2292,9.64,-1.1204284,1.96,11.66,-0.9941499,1.981,13.414,-3.0770686,5.562,20.14,-1.8788189,7.78,33.53,-18.179338,42.72,62.22,-0.85112756,0.649,6.547,-0.89436865,0.7925,7.97,-0.29843348,0.5024,8.52,-0.09918083,-0.558,9.91,-0.20533317,0.6816,11.195,-0.82160604,0.6455,12.77,-3.602443,3.693,20.08,-3.1829085,4.55,32.78,-38.15292,40.5,73.6,1.0703125,0.7988480284810067
442,-0.5488853,0.1395,6.59,1.0747697,-1.169,8.25,1.0695906,-1.467,8.695,1.3914553,-2.766,9.82,1.2912146,-3.277,12.13,1.7161508,-3.518,13.57,0.7209459,-2.494,19.55,2.6690922,-3.89,33.28,-11.41898,23.48,54.8,-0.7974978,0.6016,6.473,-0.094944075,0.1287,7.8,1.7415289,-0.9414,8.64,2.5327778,-2.344,10.05,4.0180283,-2.031,11.445,3.7566226,-2.318,12.85,3.224298,-0.7183,18.92,7.789543,-2.033,31.7,-4.281257,17.66,54.88,0.0004665851593017578,0.949667878448963
443,-0.77110744,0.3777,6.69,0.91851884,-0.5176,8.5,1.007912,-0.741,8.76,1.297146,-2.03,9.836,1.0491049,-2.305,12.14,1.3397887,-2.385,13.78,0.23708552,-0.9937,20.1,2.1995907,-1.499,33.97,-13.416496,27.98,56.56,-0.94628024,0.64,6.58,-0.0154365,0.1724,7.9,1.6248982,-0.5845,8.75,2.2758408,-1.88,10.016,3.579541,-1.465,11.52,3.2479641,-1.661,12.984,2.3790526,0.466,19.28,6.377666,0.0658,32.25,-12.561131,26.55,61.75,0.00402069091796875,0.9486608907580375
444,-0.69436455,0.1985,6.55,0.68382955,-0.8926,8.36,0.72444254,-1.11,8.56,0.96456456,-2.242,9.64,-0.14215884,-1.57,11.836,0.38531825,-1.965,13.586,-1.2365631,-0.0843,19.9,0.41078448,-0.2542,33.62,-13.1341,28.3,56.88,-0.9468888,0.6133,6.594,-0.49791473,0.4016,7.98,0.2511037,0.01557,8.56,0.81992483,-1.107,9.82,1.2622447,-0.3025,11.3,0.7973584,-0.3948,12.87,-1.5366473,2.48,19.4,0.029617667,2.496,31.44,-26.788023,30.64,66.75,0.00548553466796875,0.8250896334648132
445,-1.0133291,0.5884,6.707,-0.4255859,1.098,8.16,-0.6373208,1.452,8.75,-0.96645105,0.928,9.586,-1.8643457,2.414,11.34,-2.0197887,2.725,13.01,-3.94314,6.297,20.23,-3.608217,9.21,33.6,-25.866283,52.72,71.1,-1.0860603,0.702,6.613,-1.1827793,0.917,7.965,-1.0114057,0.9976,8.67,-1.0526127,0.145,9.85,-2.3302681,1.894,11.22,-3.1944704,2.191,13.055,-7.2927337,5.496,21.08,-9.056211,7.125,33.3,-49.221516,45.03,79.1,1.291015625,0.5134212493896484
446,-0.657815,0.1411,6.668,0.66706204,-0.7197,8.35,0.7514819,-0.798,8.516,0.9744121,-1.796,9.52,0.16868693,-1.164,11.6,0.5575027,-1.612,13.46,-1.2010806,0.217,19.81,0.50053036,-0.5464,32.84,-9.602482,20.86,48.97,-1.0510597,0.6885,6.605,-0.34654054,0.4734,7.992,0.5009149,0.151,8.64,1.0395763,-0.899,9.88,2.636038,-0.4463,11.68,1.8124375,-0.3828,13.02,-0.12119043,2.428,19.67,2.2450533,2.719,32.03,-25.265108,33.3,67.0,0.002735137939453125,0.9293168276548385
447,-0.47266516,-0.2144,6.684,0.9235624,-1.172,8.48,0.82207906,-1.236,8.56,1.115222,-2.314,9.734,0.054109365,-1.544,11.65,0.58176655,-2.047,13.41,-1.0440619,-0.4543,19.8,0.69688916,-1.363,32.9,-10.576172,22.33,51.72,-0.84741664,0.4565,6.574,0.39241916,-0.03296,8.07,1.6750345,-0.7466,8.79,2.6596477,-2.121,10.37,4.3233395,-1.781,12.05,3.99325,-2.027,13.3,3.254067,0.05945,19.42,7.7921247,-0.96,32.12,-7.271864,20.08,58.62,0.0018625259399414062,0.9489731118083
448,-0.46873376,-0.1699,6.55,1.0417669,-1.052,8.32,0.9789001,-1.079,8.66,1.2647071,-2.27,9.82,0.8803174,-1.422,11.95,1.3140699,-1.76,13.875,-0.076361895,0.1566,20.33,1.9447899,-1.052,33.16,-7.884326,19.48,50.62,-0.77811134,0.548,6.46,0.15795626,0.1694,7.844,1.9720736,-0.737,8.836,2.7874384,-2.068,10.19,4.310789,-1.839,11.63,3.9445052,-2.098,12.97,3.360962,-0.1486,19.17,8.15423,-1.487,31.9,-5.85944,19.0,57.56,0.003055572509765625,0.9493012964725495
449,-0.8693366,0.461,6.734,0.028015442,0.5913,8.29,-0.05024325,0.6973,8.83,0.13437822,-0.331,9.836,-0.6040127,0.6763,11.81,-0.43362486,0.8105,13.56,-2.1025083,3.81,20.64,-0.80522585,5.04,34.4,-18.696617,40.3,62.22,-0.8833039,0.641,6.586,-0.6856641,0.5537,7.797,0.2500533,0.1538,8.57,0.8580278,-1.041,9.95,1.966365,-0.3005,11.41,1.3958507,-0.3967,12.81,-0.5424942,2.465,19.58,1.4049821,3.262,32.34,-26.489117,35.2,67.7,0.7880859375,0.9117279410362242
450,-0.8009152,0.4626,6.52,-0.32517132,0.695,8.17,-0.32669193,0.8105,8.7,-0.37149593,0.1809,9.48,-1.4594741,1.834,11.234,-1.4619038,2.07,12.984,-3.6703339,5.492,20.25,-2.611741,7.402,33.38,-20.77395,44.62,64.56,-1.0470715,0.6675,6.55,-1.1629988,0.8315,7.94,-0.9467325,0.588,8.51,-0.82313555,-0.297,9.87,-0.74939966,0.7705,11.38,-1.4271939,0.7354,13.0,-4.7027082,3.752,19.95,-5.042238,4.473,32.1,-42.03076,38.34,73.7,1.05859375,0.687515640258789
451,-0.54450244,-0.1003,6.707,1.139922,-1.234,8.4,0.9351042,-1.201,8.52,1.0224453,-2.32,9.805,0.24008411,-1.302,11.88,0.7495612,-1.781,13.5,-0.873938,0.4207,19.98,1.1018242,-0.5044,32.88,-9.103987,21.31,50.2,-0.5770113,0.4768,6.414,0.28005135,-0.1869,7.863,2.1492562,-1.158,8.86,2.6702363,-2.229,10.266,4.229347,-2.004,11.65,4.1239944,-2.43,13.08,3.5658307,-0.7954,19.31,8.442093,-2.244,31.98,-5.6663837,18.48,57.56,0.01122283935546875,0.9498443409800529
452,-0.6307152,0.1511,6.633,0.56349283,-0.4282,8.305,0.5428541,-0.4128,8.44,0.8455008,-1.345,9.56,-0.12721506,-0.567,11.46,0.18668506,-0.9463,13.37,-1.4990623,1.084,19.86,0.06163138,1.07,33.06,-11.902349,26.03,53.03,-0.8903121,0.5938,6.582,0.032965567,0.2389,7.957,1.2707256,-0.3728,8.67,2.1025052,-1.619,10.24,4.138685,-1.502,12.125,3.512443,-1.685,13.27,2.297151,0.6294,19.28,6.357589,-0.0357,32.03,-12.034425,23.83,60.2,0.01099395751953125,0.946983103454113
453,-0.6293429,0.1826,6.54,1.0168699,-0.725,8.44,0.7297836,-0.7324,8.43,0.8386443,-1.862,9.555,0.13549483,-0.9814,11.3,0.7297423,-1.266,13.23,-0.7720667,0.5015,19.53,0.9201497,-0.1046,32.47,-11.194672,23.64,50.34,-0.9300083,0.6245,6.625,-0.0018927753,0.04492,7.914,1.2703317,-0.659,8.55,2.0078495,-1.971,10.0,2.733974,-1.336,11.29,2.7224693,-1.767,12.766,1.7931654,0.3325,19.11,5.6618223,-0.663,31.94,-11.769672,22.61,59.03,0.00775909423828125,0.9482044294476509
454,-0.36517203,-0.2893,6.65,1.2764623,-1.641,8.3,1.239083,-1.836,8.63,1.4718647,-2.965,9.75,1.2294847,-2.947,11.836,1.6018946,-3.11,13.42,0.57724005,-1.991,19.72,2.6287394,-3.264,33.7,-9.586579,21.33,53.75,-0.7445987,0.485,6.527,0.48163402,-0.2974,7.895,2.23778,-1.227,8.72,3.01063,-2.52,10.33,4.897502,-2.41,11.75,4.713937,-2.797,13.12,4.395295,-1.253,19.05,9.589839,-2.957,31.66,-2.8267803,17.23,56.8,0.0007543563842773438,0.9498424783349037
455,-0.5111719,-0.01837,6.57,0.7997062,-1.25,8.28,0.63574207,-1.376,8.37,0.8698755,-2.479,9.61,-0.22407871,-1.908,11.59,0.24440703,-2.41,13.29,-1.2664766,-1.004,19.19,0.54251945,-2.043,32.72,-10.026083,19.97,49.47,-0.7661903,0.535,6.51,-0.11880311,0.2974,7.785,0.93428934,-0.5127,8.46,1.5614429,-1.747,9.805,2.2574956,-0.9575,11.42,2.0678115,-1.23,12.84,0.6528958,0.998,19.22,3.4119606,0.582,31.72,-19.562033,27.78,62.34,0.0008001327514648438,0.9366628870368003
456,-0.73439634,0.1567,6.7,1.1420527,-1.152,8.38,0.9206705,-1.121,8.77,1.1309831,-2.28,9.76,0.5597394,-1.323,12.0,1.0081942,-1.769,13.78,-0.5746227,0.4822,20.28,1.4270133,-0.6147,33.06,-8.866602,20.9,52.28,-0.78534883,0.567,6.504,0.23819056,0.02979,8.05,1.6461618,-0.6543,8.79,2.43718,-1.866,10.195,4.51701,-1.842,11.91,3.9853535,-2.035,13.29,2.8675103,0.1667,19.11,7.3110247,-0.877,31.73,-8.679398,21.31,58.84,0.005596160888671875,0.9490426674485206
457,-0.7287107,0.2588,6.508,0.80825126,-0.3613,8.484,0.54684097,-0.3289,8.37,0.49482754,-1.282,9.62,-0.1079576,-0.5283,11.77,0.5279179,-0.993,13.58,-1.022362,1.471,19.77,0.81159025,1.268,33.34,-12.359558,27.34,55.5,-1.0330844,0.677,6.598,-0.14171958,0.2896,7.88,1.2423505,-0.5254,8.555,1.8172905,-1.736,9.87,2.4853785,-0.874,11.29,2.2822242,-1.179,12.73,0.95834374,1.17,19.14,4.0659933,0.8774,32.03,-16.271288,27.2,61.06,0.0225677490234375,0.9431002110242843
458,-0.9637762,0.6685,6.77,0.050943024,0.4875,8.53,0.1999543,0.4172,8.57,0.22278513,-0.49,9.61,-0.60564435,0.3826,11.42,-0.27313182,-0.06635,13.34,-2.1994786,2.555,20.16,-1.1413634,3.57,33.6,-16.515408,35.34,59.72,-1.0623387,0.7085,6.617,-0.48590344,0.671,7.945,0.38695627,0.272,8.53,1.1245445,-0.9424,9.93,2.766031,-0.5264,11.64,2.0206542,-0.576,12.83,0.053218305,2.361,19.44,2.3243465,2.742,31.83,-26.406185,33.9,68.0,0.1044921875,0.9231776550412177
459,-0.5499111,0.00772,6.633,0.9952404,-0.901,8.35,0.9196751,-1.043,8.555,1.0863082,-2.166,9.64,0.9026406,-2.22,11.664,1.361366,-2.62,13.46,0.21587849,-1.495,19.89,2.4583797,-2.832,33.4,-9.968581,22.83,53.75,-0.8672799,0.5513,6.562,0.17589544,0.1604,7.906,1.5386724,-0.4927,8.67,2.3181653,-1.801,10.07,3.9942036,-1.588,11.72,3.6449795,-1.751,13.2,2.9464943,0.1967,19.2,7.552317,-0.522,31.84,-7.2892327,22.83,59.8,0.0010814666748046875,0.9486677154898644
460,-0.9239629,0.629,6.61,-0.33639842,1.02,8.21,-0.3500952,1.167,8.55,-0.39525956,0.3198,9.68,-1.3706262,1.389,11.695,-1.2564871,1.475,13.23,-3.1759045,4.875,20.58,-2.332978,7.402,34.12,-22.550535,47.94,68.1,-1.0879925,0.7334,6.594,-1.299269,1.002,8.1,-0.7322335,0.6953,8.65,-0.5547516,-0.2974,10.055,-0.7240859,0.928,11.36,-1.460403,0.8936,12.88,-4.59849,4.043,20.1,-4.845137,5.11,32.4,-43.14756,41.88,76.0,0.93359375,0.7057733952999115
461,-0.66253936,0.308,6.66,0.76745915,-0.999,8.26,0.5988203,-0.984,8.35,0.7389812,-2.037,9.54,-0.40008223,-1.078,11.28,0.036721528,-1.541,13.12,-1.710569,0.5605,19.66,-0.28973395,0.2654,33.25,-13.698593,26.78,53.0,-0.90051955,0.61,6.59,0.04586214,0.0713,7.91,1.1581581,-0.5156,8.49,1.9081242,-1.766,10.0,3.464482,-1.309,11.76,3.0175078,-1.4795,13.016,1.5651331,0.963,19.27,5.0490046,0.4365,32.1,-15.322735,25.48,61.03,0.02716064453125,0.943795420229435
462,-1.0179322,0.7314,6.656,-0.3612438,1.13,8.51,-0.6469038,1.352,8.68,-0.8107198,0.754,9.5,-1.8067431,2.453,11.01,-1.8009628,2.645,12.93,-4.236485,6.465,20.53,-3.871365,9.414,34.16,-25.31744,50.6,68.0,-1.128601,0.7363,6.586,-1.1725954,0.8706,7.914,-0.8157867,0.6675,8.48,-0.67312145,-0.2505,9.86,-1.1126556,1.202,11.24,-1.8213568,1.276,12.84,-5.112114,4.44,20.22,-5.6744933,5.77,32.28,-43.22219,41.84,74.75,1.3056640625,0.6959050178527832
463,-0.91625285,0.5625,6.73,-0.4252634,0.8545,8.2,-0.62156886,1.127,8.6,-0.6794113,0.3943,9.6,-1.9337531,1.77,11.43,-1.7327993,1.767,13.586,-3.7708902,5.22,20.5,-3.1787937,7.492,34.44,-21.704063,44.53,65.56,-1.0690128,0.69,6.598,-1.2794311,0.9004,8.04,-1.2852995,0.7773,8.445,-1.2131538,-0.03595,9.7,-2.3596134,1.439,11.06,-2.9380527,1.381,12.77,-6.6483183,4.367,20.0,-8.226526,5.46,32.47,-47.185043,41.56,74.94,0.5390625,0.5225022196769714
464,-0.08879782,-0.7925,6.617,1.2201502,-2.254,8.47,1.0379384,-2.414,8.57,1.3480867,-3.604,9.77,0.4129061,-2.666,11.64,0.77968323,-3.166,13.42,-0.76068527,-1.712,19.81,0.8687885,-2.912,32.75,-10.732663,20.44,50.4,-0.70190287,0.3433,6.53,0.90921307,-0.4146,7.844,1.960476,-1.101,8.69,2.8218594,-2.39,10.266,4.9657564,-2.336,12.12,4.608061,-2.633,13.44,4.207644,-0.974,19.5,9.205774,-2.523,32.06,-3.9217925,16.95,56.75,0.0003445148468017578,0.9499151557683944
465,-0.7703793,0.39,6.57,-0.31699052,0.8667,8.38,-0.7887588,1.536,8.664,-1.1882143,1.122,9.78,-1.9274209,2.742,11.44,-1.9059088,3.012,13.38,-4.0473146,6.645,20.4,-3.7683702,9.18,33.72,-22.869968,47.25,67.5,-1.0022818,0.6836,6.57,-1.1457698,0.878,8.0,-1.2608713,0.854,8.52,-1.3905604,0.1002,9.78,-2.1528382,1.464,11.11,-2.940321,1.569,12.9,-6.6277695,4.703,20.3,-7.9559774,5.85,32.2,-46.790546,40.8,75.06,1.109375,0.5639322996139526
466,-0.4686049,-0.322,6.742,1.2881565,-2.03,8.63,1.1707736,-2.125,8.79,1.4174159,-3.27,9.86,0.85924613,-2.047,11.76,1.3091204,-2.385,13.39,-0.22431993,-0.7217,19.94,1.6601895,-2.223,32.88,-8.329976,17.84,49.47,-0.7532807,0.4475,6.48,0.8007611,-0.597,8.1,2.1367836,-1.373,8.78,2.9062777,-2.66,10.28,4.6238794,-2.389,11.85,4.4616747,-2.748,13.18,3.961827,-1.061,19.08,8.951813,-2.654,31.8,-2.6076522,16.14,56.25,0.0004730224609375,0.9495442286133766
467,-0.5013714,-0.05667,6.547,1.1315998,-0.902,8.37,0.9212141,-0.81,8.61,0.99242413,-1.733,9.5,0.5085255,-1.074,11.72,1.0011024,-1.518,13.57,-0.38385642,0.276,19.27,1.571846,-0.4827,32.44,-9.35899,21.67,51.03,-0.98641384,0.595,6.605,0.40316853,-0.0947,8.06,1.843878,-0.853,8.7,2.6489985,-2.113,10.04,4.2950244,-1.879,11.625,4.0266547,-2.16,13.07,3.4481783,-0.192,19.08,8.118711,-1.376,31.89,-6.3380766,20.5,58.22,0.0030994415283203125,0.9494932413101196
468,-0.43157268,-0.008675,6.71,0.7628595,-1.246,8.08,0.82153994,-1.365,8.42,1.0508384,-2.389,9.5,0.03670296,-1.699,12.05,0.48709136,-2.213,13.69,-1.0833063,-0.4448,19.7,0.8105587,-1.23,32.75,-13.637086,25.16,52.62,-0.9330707,0.594,6.668,-0.1547828,0.1704,7.836,0.79072857,-0.2688,8.49,1.355051,-1.436,9.79,3.0218236,-1.002,11.4,2.7002316,-1.372,13.17,1.6216507,0.9194,19.61,5.4214125,0.3406,32.12,-15.135628,26.27,62.38,0.0015544891357421875,0.9454328954219818
469,-0.6959378,0.1477,6.58,0.41723734,0.1396,8.38,-0.15093501,0.6167,8.914,-0.49491084,0.0444,9.555,-1.1647751,1.319,11.4,-1.1620345,1.785,12.945,-2.9366992,4.414,19.64,-1.7720042,6.06,32.84,-19.487051,41.12,64.44,-0.772741,0.5176,6.473,0.007674858,0.2773,7.977,1.2961779,-0.1926,8.85,1.936831,-1.369,10.18,3.4542837,-1.041,11.9,2.83504,-1.083,13.27,1.4538896,1.328,19.48,4.9149227,1.275,32.03,-16.202436,27.64,63.97,0.57568359375,0.9378627181053162
470,-0.37861595,-0.4082,6.65,1.1788464,-1.406,8.4,1.0123262,-1.539,8.59,1.1851459,-2.592,9.65,1.2793655,-3.037,12.07,1.5745672,-3.113,13.414,0.5480956,-1.846,19.81,2.281633,-2.62,33.56,-12.063389,25.1,56.06,-0.5567667,0.2888,6.516,0.8132109,-0.435,7.984,2.0076857,-1.151,8.7,2.6976466,-2.373,10.125,4.7174506,-2.324,11.75,4.5911484,-2.727,13.055,4.375469,-1.085,18.95,9.622379,-2.602,31.42,-2.1607096,17.6,59.16,0.0006556510925292969,0.9496157944202424
471,-0.4259344,-0.1225,6.613,1.1520633,-1.177,8.23,1.021677,-1.276,8.56,1.1765704,-2.424,9.73,0.569736,-1.579,11.58,1.2362008,-2.246,13.46,-0.3961236,-0.527,19.67,1.6664643,-1.563,32.22,-8.30585,19.0,47.9,-0.7727724,0.4966,6.57,0.35625404,-0.0766,7.93,1.7132556,-0.764,8.75,2.575358,-2.06,10.18,4.4162145,-1.88,11.88,3.97859,-2.049,13.27,3.1141257,0.0362,19.27,7.7476206,-1.084,31.83,-5.9996996,19.36,55.7,0.000644683837890625,0.9494353666901587
472,-0.6055281,0.2048,6.65,0.52071184,0.0652,8.45,0.22803783,0.2512,8.71,0.24492298,-0.653,9.64,-0.38495648,0.3948,11.9,-0.19704773,0.718,13.62,-1.8966882,3.81,20.19,-0.9987216,5.72,33.78,-21.32864,45.06,66.56,-0.77140963,0.5913,6.594,-0.13540106,0.3008,7.996,-0.17517869,0.312,8.47,-0.10623627,-0.512,9.516,-0.6851212,1.126,11.03,-1.3727789,1.283,12.7,-4.4456935,4.742,20.19,-4.3506355,6.426,32.53,-36.38039,40.6,69.6,0.6494140625,0.6879707217216492
473,-0.58283204,0.10974,6.55,1.1856773,-0.855,8.17,1.02586,-0.9834,8.53,1.1413583,-2.127,9.62,0.40326893,-1.369,11.75,0.89577746,-1.837,13.555,-0.7383383,0.1488,19.83,1.2156253,-0.857,32.88,-8.790025,20.11,48.94,-0.8329643,0.544,6.58,0.17394361,0.1672,7.832,2.5355473,-0.8047,9.06,3.0532556,-2.062,10.33,4.176895,-1.713,11.63,3.9443977,-2.062,13.12,3.1037598,0.07104,19.28,7.741626,-1.048,32.03,-5.892684,19.78,56.53,0.0037631988525390625,0.9492679104208946
474,-0.91443056,0.6265,6.51,-0.18590918,0.8643,8.195,-0.6069133,1.279,8.52,-0.74915636,0.4011,9.836,-1.5943954,1.688,11.68,-1.2885773,1.556,13.305,-3.2097557,4.895,19.95,-2.385902,6.777,33.28,-20.883718,41.7,63.0,-1.1302547,0.742,6.574,-1.2964256,0.976,8.02,-1.1722693,0.78,8.586,-1.2497836,-0.07306,9.89,-2.5069022,1.568,11.24,-3.3254762,1.76,12.95,-7.2580266,4.94,20.4,-9.136189,6.336,32.38,-48.76838,41.9,77.7,0.419189453125,0.5298560857772827
475,-0.68603396,0.1426,6.61,0.97848606,-0.483,8.445,1.224561,-0.897,8.73,1.4435084,-2.072,9.586,0.6289498,-1.596,11.625,1.2435343,-1.964,13.49,-0.12854052,-0.648,20.03,1.6738654,-2.135,33.34,-8.988102,19.5,50.3,-0.9392723,0.5923,6.55,-0.17384602,0.343,7.914,1.4601805,-0.457,8.766,2.326273,-1.762,10.125,3.9482968,-1.54,11.87,3.501507,-1.717,13.125,2.3874323,0.5107,19.31,6.6172705,-0.3745,31.9,-10.743244,22.84,60.1,0.0017414093017578125,0.9463081255555152
476,-0.55245227,-0.0522,6.71,1.282934,-1.631,8.41,1.0409111,-1.683,8.586,1.2668724,-2.842,9.83,0.57306975,-1.968,11.875,1.1417221,-2.555,13.664,-0.33226746,-0.982,19.9,1.7429433,-2.465,33.16,-8.724448,19.23,50.7,-0.6813786,0.5215,6.438,0.5267134,-0.4165,8.02,1.8137513,-1.259,8.586,2.4360414,-2.45,10.07,3.830736,-2.03,11.445,3.8027499,-2.426,12.984,3.2736669,-0.8076,19.28,7.9453735,-2.342,31.84,-6.055019,18.19,57.3,0.0006380081176757812,0.9497547820210456
477,-0.7646524,0.2551,6.582,0.72167593,-1.017,8.234,0.6451912,-1.254,8.414,0.88338614,-2.434,9.76,0.0315094,-1.95,11.56,0.4954086,-2.553,13.42,-1.1193237,-0.951,19.55,0.76858467,-2.064,32.44,-10.154993,20.6,50.3,-0.9214115,0.6562,6.56,0.021602854,0.1411,7.914,1.316691,-0.6133,8.66,2.2614849,-1.901,10.195,3.717335,-1.515,11.734,3.5548232,-1.849,13.016,2.5089996,0.2974,19.03,6.6939516,-0.811,31.55,-8.896887,20.7,58.7,0.0012025833129882812,0.9472197517752647
478,-0.47774154,-0.236,6.668,1.2417331,-1.122,8.43,1.1751949,-1.327,8.74,1.2438208,-2.47,9.94,0.7390424,-1.908,12.086,1.2335141,-2.611,13.57,-0.23808634,-1.1045,19.6,1.9094006,-2.648,32.94,-8.393569,17.97,50.25,-0.7334883,0.53,6.496,-0.07671763,0.2842,7.81,0.90614486,-0.136,8.67,1.4513023,-1.256,10.03,2.951984,-0.6284,11.65,2.31152,-0.7407,13.016,0.5833358,2.191,19.77,3.610299,2.457,32.44,-21.299313,30.89,64.8,0.0010080337524414062,0.9354793176054954
